TIME(1-Perth),week,hour,1-Perth,TIME(2-XIANGGANG),2-XIANGGANG,TIME(3-PALO),3-PALO,TIME(4-DUNDEE),4-DUNDEE,TIME(5-BOULDER),5-BOULDER, TIME(6-Auchterarder),6-Auchterarder, TIME(7-Kinross),7-Kinross,Time(8-Pitlochry),8-Pitlochry,Time(9-Crieff),9-Crieff,Time(10-Aberfeldy),10-Aberfeldy,Time(11-Dunkeld),11-Dunkeld,Time(12-Blairgowrie),12-Blairgowrie,13-Beijing
2019/7/4 10:00,4,10 ,9,2022/5/20 10:00,14,2020/11/4 10:00,11,2018/7/4 10:00,24,2021/8/4 10:00,6,2019/7/4 10:00,1,2019/7/4 10:00,2,2019/7/4 10:00,1,2019/7/4 10:00,1,2019/7/4 10:00,2,2019/7/4 10:00,0,2019/7/4 10:00,1,1653
2019/7/4 11:00,4,11 ,9,2022/5/20 11:00,16,2020/11/4 11:00,12,2018/7/4 11:00,19,2021/8/4 11:00,6,2019/7/4 11:00,1,2019/7/4 11:00,4,2019/7/4 11:00,2,2019/7/4 11:00,1,2019/7/4 11:00,2,2019/7/4 11:00,1,2019/7/4 11:00,1,1680
2019/7/4 12:00,4,12 ,7,2022/5/20 12:00,15,2020/11/4 12:00,11,2018/7/4 12:00,20,2021/8/4 12:00,5,2019/7/4 12:00,1,2019/7/4 12:00,4,2019/7/4 12:00,2,2019/7/4 12:00,1,2019/7/4 12:00,2,2019/7/4 12:00,0,2019/7/4 12:00,0,1706
2019/7/4 13:00,4,13 ,8,2022/5/20 13:00,16,2020/11/4 13:00,13,2018/7/4 13:00,27,2021/8/4 13:00,6,2019/7/4 13:00,0,2019/7/4 13:00,4,2019/7/4 13:00,3,2019/7/4 13:00,1,2019/7/4 13:00,2,2019/7/4 13:00,1,2019/7/4 13:00,0,1667
2019/7/4 14:00,4,14 ,8,2022/5/20 14:00,14,2020/11/4 14:00,11,2018/7/4 14:00,27,2021/8/4 14:00,7,2019/7/4 14:00,1,2019/7/4 14:00,4,2019/7/4 14:00,3,2019/7/4 14:00,1,2019/7/4 14:00,2,2019/7/4 14:00,1,2019/7/4 14:00,0,1613
2019/7/4 15:00,4,15 ,8,2022/5/20 15:00,13,2020/11/4 15:00,12,2018/7/4 15:00,27,2021/8/4 15:00,8,2019/7/4 15:00,0,2019/7/4 15:00,4,2019/7/4 15:00,3,2019/7/4 15:00,1,2019/7/4 15:00,1,2019/7/4 15:00,1,2019/7/4 15:00,0,1619
2019/7/4 16:00,4,16 ,6,2022/5/20 16:00,14,2020/11/4 16:00,8,2018/7/4 16:00,27,2021/8/4 16:00,7,2019/7/4 16:00,0,2019/7/4 16:00,2,2019/7/4 16:00,2,2019/7/4 16:00,1,2019/7/4 16:00,1,2019/7/4 16:00,1,2019/7/4 16:00,0,1606
2019/7/4 17:00,4,17 ,7,2022/5/20 17:00,15,2020/11/4 17:00,5,2018/7/4 17:00,30,2021/8/4 17:00,9,2019/7/4 17:00,0,2019/7/4 17:00,2,2019/7/4 17:00,2,2019/7/4 17:00,1,2019/7/4 17:00,1,2019/7/4 17:00,1,2019/7/4 17:00,1,1574
2019/7/4 18:00,4,18 ,7,2022/5/20 18:00,16,2020/11/4 18:00,6,2018/7/4 18:00,26,2021/8/4 18:00,6,2019/7/4 18:00,0,2019/7/4 18:00,2,2019/7/4 18:00,2,2019/7/4 18:00,1,2019/7/4 18:00,1,2019/7/4 18:00,1,2019/7/4 18:00,0,1451
2019/7/4 19:00,4,19 ,7,2022/5/20 19:00,14,2020/11/4 19:00,7,2018/7/4 19:00,26,2021/8/4 19:00,4,2019/7/4 19:00,0,2019/7/4 19:00,2,2019/7/4 19:00,1,2019/7/4 19:00,1,2019/7/4 19:00,1,2019/7/4 19:00,1,2019/7/4 19:00,0,1374
2019/7/4 20:00,4,20 ,6,2022/5/20 20:00,13,2020/11/4 20:00,5,2018/7/4 20:00,27,2021/8/4 20:00,2,2019/7/4 20:00,0,2019/7/4 20:00,0,2019/7/4 20:00,1,2019/7/4 20:00,1,2019/7/4 20:00,1,2019/7/4 20:00,0,2019/7/4 20:00,1,1303
2019/7/4 21:00,4,21 ,6,2022/5/20 21:00,12,2020/11/4 21:00,3,2018/7/4 21:00,27,2021/8/4 21:00,2,2019/7/4 21:00,0,2019/7/4 21:00,0,2019/7/4 21:00,1,2019/7/4 21:00,1,2019/7/4 21:00,1,2019/7/4 21:00,0,2019/7/4 21:00,1,1208
2019/7/4 22:00,4,22 ,6,2022/5/20 22:00,11,2020/11/4 22:00,2,2018/7/4 22:00,25,2021/8/4 22:00,2,2019/7/4 22:00,0,2019/7/4 22:00,0,2019/7/4 22:00,1,2019/7/4 22:00,1,2019/7/4 22:00,1,2019/7/4 22:00,0,2019/7/4 22:00,1,1164
2019/7/4 23:00,4,23 ,5,2022/5/20 23:00,8,2020/11/4 23:00,2,2018/7/4 23:00,23,2021/8/4 23:00,0,2019/7/4 23:00,0,2019/7/4 23:00,0,2019/7/4 23:00,1,2019/7/4 23:00,1,2019/7/4 23:00,1,2019/7/4 23:00,0,2019/7/4 23:00,0,1100
2019/7/5 0:00,5,0 ,5,2022/5/21 0:00,9,2020/11/5 0:00,2,2018/7/5 0:00,22,2021/8/5 0:00,0,2019/7/5 0:00,0,2019/7/5 0:00,0,2019/7/5 0:00,1,2019/7/5 0:00,1,2019/7/5 0:00,1,2019/7/5 0:00,0,2019/7/5 0:00,0,1080
2019/7/5 1:00,5,1 ,5,2022/5/21 1:00,7,2020/11/5 1:00,2,2018/7/5 1:00,22,2021/8/5 1:00,0,2019/7/5 1:00,0,2019/7/5 1:00,0,2019/7/5 1:00,1,2019/7/5 1:00,1,2019/7/5 1:00,1,2019/7/5 1:00,0,2019/7/5 1:00,0,1055
2019/7/5 2:00,5,2 ,5,2022/5/21 2:00,6,2020/11/5 2:00,1,2018/7/5 2:00,23,2021/8/5 2:00,0,2019/7/5 2:00,0,2019/7/5 2:00,0,2019/7/5 2:00,1,2019/7/5 2:00,1,2019/7/5 2:00,1,2019/7/5 2:00,0,2019/7/5 2:00,0,1040
2019/7/5 3:00,5,3 ,5,2022/5/21 3:00,10,2020/11/5 3:00,1,2018/7/5 3:00,23,2021/8/5 3:00,0,2019/7/5 3:00,0,2019/7/5 3:00,0,2019/7/5 3:00,1,2019/7/5 3:00,1,2019/7/5 3:00,1,2019/7/5 3:00,0,2019/7/5 3:00,0,1023
2019/7/5 4:00,5,4 ,5,2022/5/21 4:00,8,2020/11/5 4:00,1,2018/7/5 4:00,24,2021/8/5 4:00,0,2019/7/5 4:00,0,2019/7/5 4:00,0,2019/7/5 4:00,1,2019/7/5 4:00,1,2019/7/5 4:00,1,2019/7/5 4:00,0,2019/7/5 4:00,0,1016
2019/7/5 5:00,5,5 ,5,2022/5/21 5:00,8,2020/11/5 5:00,1,2018/7/5 5:00,24,2021/8/5 5:00,0,2019/7/5 5:00,0,2019/7/5 5:00,0,2019/7/5 5:00,1,2019/7/5 5:00,1,2019/7/5 5:00,1,2019/7/5 5:00,0,2019/7/5 5:00,0,1027
2019/7/5 6:00,5,6 ,6,2022/5/21 6:00,8,2020/11/5 6:00,2,2018/7/5 6:00,24,2021/8/5 6:00,1,2019/7/5 6:00,0,2019/7/5 6:00,2,2019/7/5 6:00,1,2019/7/5 6:00,1,2019/7/5 6:00,1,2019/7/5 6:00,0,2019/7/5 6:00,0,1074
2019/7/5 7:00,5,7 ,5,2022/5/21 7:00,9,2020/11/5 7:00,2,2018/7/5 7:00,23,2021/8/5 7:00,1,2019/7/5 7:00,0,2019/7/5 7:00,2,2019/7/5 7:00,1,2019/7/5 7:00,1,2019/7/5 7:00,1,2019/7/5 7:00,0,2019/7/5 7:00,0,1447
2019/7/5 8:00,5,8 ,7,2022/5/21 8:00,11,2020/11/5 8:00,9,2018/7/5 8:00,23,2021/8/5 8:00,3,2019/7/5 8:00,1,2019/7/5 8:00,0,2019/7/5 8:00,1,2019/7/5 8:00,1,2019/7/5 8:00,1,2019/7/5 8:00,0,2019/7/5 8:00,0,1736
2019/7/5 9:00,5,9 ,7,2022/5/21 9:00,13,2020/11/5 9:00,12,2018/7/5 9:00,31,2021/8/5 9:00,5,2019/7/5 9:00,1,2019/7/5 9:00,0,2019/7/5 9:00,2,2019/7/5 9:00,1,2019/7/5 9:00,1,2019/7/5 9:00,1,2019/7/5 9:00,0,1845
2019/7/5 10:00,5,10 ,9,2022/5/21 10:00,15,2020/11/5 10:00,12,2018/7/5 10:00,24,2021/8/5 10:00,5,2019/7/5 10:00,1,2019/7/5 10:00,4,2019/7/5 10:00,2,2019/7/5 10:00,1,2019/7/5 10:00,1,2019/7/5 10:00,0,2019/7/5 10:00,0,1890
2019/7/5 11:00,5,11 ,11,2022/5/21 11:00,16,2020/11/5 11:00,13,2018/7/5 11:00,29,2021/8/5 11:00,6,2019/7/5 11:00,1,2019/7/5 11:00,2,2019/7/5 11:00,2,2019/7/5 11:00,1,2019/7/5 11:00,1,2019/7/5 11:00,0,2019/7/5 11:00,0,1937
2019/7/5 12:00,5,12 ,11,2022/5/21 12:00,16,2020/11/5 12:00,12,2018/7/5 12:00,27,2021/8/5 12:00,5,2019/7/5 12:00,0,2019/7/5 12:00,4,2019/7/5 12:00,2,2019/7/5 12:00,1,2019/7/5 12:00,1,2019/7/5 12:00,0,2019/7/5 12:00,0,1988
2019/7/5 13:00,5,13 ,9,2022/5/21 13:00,17,2020/11/5 13:00,13,2018/7/5 13:00,29,2021/8/5 13:00,4,2019/7/5 13:00,1,2019/7/5 13:00,0,2019/7/5 13:00,2,2019/7/5 13:00,2,2019/7/5 13:00,1,2019/7/5 13:00,0,2019/7/5 13:00,0,1942
2019/7/5 14:00,5,14 ,9,2022/5/21 14:00,16,2020/11/5 14:00,13,2018/7/5 14:00,32,2021/8/5 14:00,4,2019/7/5 14:00,1,2019/7/5 14:00,0,2019/7/5 14:00,1,2019/7/5 14:00,2,2019/7/5 14:00,1,2019/7/5 14:00,1,2019/7/5 14:00,0,1895
2019/7/5 15:00,5,15 ,9,2022/5/21 15:00,16,2020/11/5 15:00,11,2018/7/5 15:00,31,2021/8/5 15:00,5,2019/7/5 15:00,1,2019/7/5 15:00,4,2019/7/5 15:00,1,2019/7/5 15:00,2,2019/7/5 15:00,1,2019/7/5 15:00,0,2019/7/5 15:00,0,1879
2019/7/5 16:00,5,16 ,8,2022/5/21 16:00,17,2020/11/5 16:00,10,2018/7/5 16:00,26,2021/8/5 16:00,3,2019/7/5 16:00,1,2019/7/5 16:00,4,2019/7/5 16:00,1,2019/7/5 16:00,2,2019/7/5 16:00,1,2019/7/5 16:00,0,2019/7/5 16:00,0,1805
2019/7/5 17:00,5,17 ,9,2022/5/21 17:00,16,2020/11/5 17:00,7,2018/7/5 17:00,28,2021/8/5 17:00,3,2019/7/5 17:00,1,2019/7/5 17:00,4,2019/7/5 17:00,1,2019/7/5 17:00,2,2019/7/5 17:00,1,2019/7/5 17:00,0,2019/7/5 17:00,0,1769
2019/7/5 18:00,5,18 ,11,2022/5/21 18:00,16,2020/11/5 18:00,7,2018/7/5 18:00,27,2021/8/5 18:00,5,2019/7/5 18:00,0,2019/7/5 18:00,2,2019/7/5 18:00,1,2019/7/5 18:00,1,2019/7/5 18:00,1,2019/7/5 18:00,0,2019/7/5 18:00,0,1564
2019/7/5 19:00,5,19 ,7,2022/5/21 19:00,12,2020/11/5 19:00,7,2018/7/5 19:00,26,2021/8/5 19:00,7,2019/7/5 19:00,0,2019/7/5 19:00,2,2019/7/5 19:00,1,2019/7/5 19:00,2,2019/7/5 19:00,1,2019/7/5 19:00,0,2019/7/5 19:00,0,1419
2019/7/5 20:00,5,20 ,7,2022/5/21 20:00,15,2020/11/5 20:00,5,2018/7/5 20:00,27,2021/8/5 20:00,6,2019/7/5 20:00,1,2019/7/5 20:00,6,2019/7/5 20:00,1,2019/7/5 20:00,2,2019/7/5 20:00,1,2019/7/5 20:00,1,2019/7/5 20:00,0,1284
2019/7/5 21:00,5,21 ,7,2022/5/21 21:00,13,2020/11/5 21:00,2,2018/7/5 21:00,28,2021/8/5 21:00,5,2019/7/5 21:00,0,2019/7/5 21:00,2,2019/7/5 21:00,1,2019/7/5 21:00,2,2019/7/5 21:00,1,2019/7/5 21:00,0,2019/7/5 21:00,0,1250
2019/7/5 22:00,5,22 ,6,2022/5/21 22:00,13,2020/11/5 22:00,2,2018/7/5 22:00,27,2021/8/5 22:00,1,2019/7/5 22:00,0,2019/7/5 22:00,0,2019/7/5 22:00,1,2019/7/5 22:00,1,2019/7/5 22:00,1,2019/7/5 22:00,0,2019/7/5 22:00,0,1161
2019/7/5 23:00,5,23 ,5,2022/5/21 23:00,14,2020/11/5 23:00,2,2018/7/5 23:00,28,2021/8/5 23:00,0,2019/7/5 23:00,0,2019/7/5 23:00,0,2019/7/5 23:00,1,2019/7/5 23:00,1,2019/7/5 23:00,1,2019/7/5 23:00,0,2019/7/5 23:00,0,1101
2019/7/6 0:00,6,0 ,5,2022/5/22 0:00,10,2020/11/6 0:00,2,2018/7/6 0:00,27,2021/8/6 0:00,0,2019/7/6 0:00,0,2019/7/6 0:00,0,2019/7/6 0:00,1,2019/7/6 0:00,1,2019/7/6 0:00,1,2019/7/6 0:00,0,2019/7/6 0:00,0,1069
2019/7/6 1:00,6,1 ,4,2022/5/22 1:00,9,2020/11/6 1:00,1,2018/7/6 1:00,27,2021/8/6 1:00,0,2019/7/6 1:00,0,2019/7/6 1:00,0,2019/7/6 1:00,1,2019/7/6 1:00,0,2019/7/6 1:00,1,2019/7/6 1:00,0,2019/7/6 1:00,0,1051
2019/7/6 2:00,6,2 ,4,2022/5/22 2:00,6,2020/11/6 2:00,1,2018/7/6 2:00,25,2021/8/6 2:00,0,2019/7/6 2:00,0,2019/7/6 2:00,0,2019/7/6 2:00,1,2019/7/6 2:00,0,2019/7/6 2:00,1,2019/7/6 2:00,0,2019/7/6 2:00,0,1026
2019/7/6 3:00,6,3 ,5,2022/5/22 3:00,9,2020/11/6 3:00,1,2018/7/6 3:00,27,2021/8/6 3:00,0,2019/7/6 3:00,0,2019/7/6 3:00,0,2019/7/6 3:00,1,2019/7/6 3:00,0,2019/7/6 3:00,1,2019/7/6 3:00,0,2019/7/6 3:00,0,999
2019/7/6 4:00,6,4 ,4,2022/5/22 4:00,10,2020/11/6 4:00,1,2018/7/6 4:00,25,2021/8/6 4:00,0,2019/7/6 4:00,0,2019/7/6 4:00,0,2019/7/6 4:00,1,2019/7/6 4:00,0,2019/7/6 4:00,1,2019/7/6 4:00,0,2019/7/6 4:00,0,990
2019/7/6 5:00,6,5 ,4,2022/5/22 5:00,10,2020/11/6 5:00,1,2018/7/6 5:00,26,2021/8/6 5:00,0,2019/7/6 5:00,0,2019/7/6 5:00,0,2019/7/6 5:00,1,2019/7/6 5:00,0,2019/7/6 5:00,1,2019/7/6 5:00,0,2019/7/6 5:00,0,1004
2019/7/6 6:00,6,6 ,4,2022/5/22 6:00,11,2020/11/6 6:00,2,2018/7/6 6:00,25,2021/8/6 6:00,2,2019/7/6 6:00,0,2019/7/6 6:00,0,2019/7/6 6:00,1,2019/7/6 6:00,0,2019/7/6 6:00,1,2019/7/6 6:00,0,2019/7/6 6:00,0,1020
2019/7/6 7:00,6,7 ,4,2022/5/22 7:00,12,2020/11/6 7:00,5,2018/7/6 7:00,24,2021/8/6 7:00,4,2019/7/6 7:00,0,2019/7/6 7:00,0,2019/7/6 7:00,1,2019/7/6 7:00,0,2019/7/6 7:00,2,2019/7/6 7:00,0,2019/7/6 7:00,0,1085
2019/7/6 8:00,6,8 ,6,2022/5/22 8:00,14,2020/11/6 8:00,5,2018/7/6 8:00,26,2021/8/6 8:00,5,2019/7/6 8:00,0,2019/7/6 8:00,4,2019/7/6 8:00,2,2019/7/6 8:00,0,2019/7/6 8:00,2,2019/7/6 8:00,0,2019/7/6 8:00,0,1176
2019/7/6 9:00,6,9 ,10,2022/5/22 9:00,15,2020/11/6 9:00,11,2018/7/6 9:00,30,2021/8/6 9:00,5,2019/7/6 9:00,1,2019/7/6 9:00,4,2019/7/6 9:00,2,2019/7/6 9:00,0,2019/7/6 9:00,2,2019/7/6 9:00,0,2019/7/6 9:00,1,1269
2019/7/6 10:00,6,10 ,12,2022/5/22 10:00,15,2020/11/6 10:00,10,2018/7/6 10:00,25,2021/8/6 10:00,7,2019/7/6 10:00,1,2019/7/6 10:00,2,2019/7/6 10:00,2,2019/7/6 10:00,0,2019/7/6 10:00,2,2019/7/6 10:00,0,2019/7/6 10:00,1,1317
2019/7/6 11:00,6,11 ,13,2022/5/22 11:00,14,2020/11/6 11:00,12,2018/7/6 11:00,26,2021/8/6 11:00,8,2019/7/6 11:00,0,2019/7/6 11:00,4,2019/7/6 11:00,1,2019/7/6 11:00,1,2019/7/6 11:00,2,2019/7/6 11:00,0,2019/7/6 11:00,1,1346
2019/7/6 12:00,6,12 ,12,2022/5/22 12:00,14,2020/11/6 12:00,13,2018/7/6 12:00,23,2021/8/6 12:00,9,2019/7/6 12:00,0,2019/7/6 12:00,4,2019/7/6 12:00,2,2019/7/6 12:00,1,2019/7/6 12:00,2,2019/7/6 12:00,1,2019/7/6 12:00,1,1421
2019/7/6 13:00,6,13 ,11,2022/5/22 13:00,14,2020/11/6 13:00,10,2018/7/6 13:00,30,2021/8/6 13:00,11,2019/7/6 13:00,1,2019/7/6 13:00,4,2019/7/6 13:00,2,2019/7/6 13:00,0,2019/7/6 13:00,2,2019/7/6 13:00,1,2019/7/6 13:00,0,1464
2019/7/6 14:00,6,14 ,8,2022/5/22 14:00,12,2020/11/6 14:00,7,2018/7/6 14:00,31,2021/8/6 14:00,10,2019/7/6 14:00,1,2019/7/6 14:00,2,2019/7/6 14:00,1,2019/7/6 14:00,0,2019/7/6 14:00,1,2019/7/6 14:00,1,2019/7/6 14:00,1,1476
2019/7/6 15:00,6,15 ,13,2022/5/22 15:00,14,2020/11/6 15:00,9,2018/7/6 15:00,32,2021/8/6 15:00,9,2019/7/6 15:00,1,2019/7/6 15:00,8,2019/7/6 15:00,2,2019/7/6 15:00,0,2019/7/6 15:00,2,2019/7/6 15:00,1,2019/7/6 15:00,0,1516
2019/7/6 16:00,6,16 ,12,2022/5/22 16:00,11,2020/11/6 16:00,10,2018/7/6 16:00,30,2021/8/6 16:00,10,2019/7/6 16:00,0,2019/7/6 16:00,6,2019/7/6 16:00,2,2019/7/6 16:00,0,2019/7/6 16:00,2,2019/7/6 16:00,1,2019/7/6 16:00,0,1498
2019/7/6 17:00,6,17 ,10,2022/5/22 17:00,11,2020/11/6 17:00,9,2018/7/6 17:00,31,2021/8/6 17:00,11,2019/7/6 17:00,1,2019/7/6 17:00,4,2019/7/6 17:00,1,2019/7/6 17:00,0,2019/7/6 17:00,2,2019/7/6 17:00,1,2019/7/6 17:00,0,1418
2019/7/6 18:00,6,18 ,7,2022/5/22 18:00,10,2020/11/6 18:00,4,2018/7/6 18:00,29,2021/8/6 18:00,10,2019/7/6 18:00,1,2019/7/6 18:00,4,2019/7/6 18:00,1,2019/7/6 18:00,1,2019/7/6 18:00,2,2019/7/6 18:00,1,2019/7/6 18:00,0,1336
2019/7/6 19:00,6,19 ,6,2022/5/22 19:00,14,2020/11/6 19:00,6,2018/7/6 19:00,30,2021/8/6 19:00,7,2019/7/6 19:00,0,2019/7/6 19:00,4,2019/7/6 19:00,2,2019/7/6 19:00,0,2019/7/6 19:00,2,2019/7/6 19:00,1,2019/7/6 19:00,0,1273
2019/7/6 20:00,6,20 ,7,2022/5/22 20:00,13,2020/11/6 20:00,5,2018/7/6 20:00,27,2021/8/6 20:00,8,2019/7/6 20:00,0,2019/7/6 20:00,2,2019/7/6 20:00,2,2019/7/6 20:00,0,2019/7/6 20:00,2,2019/7/6 20:00,1,2019/7/6 20:00,0,1202
2019/7/6 21:00,6,21 ,6,2022/5/22 21:00,10,2020/11/6 21:00,3,2018/7/6 21:00,29,2021/8/6 21:00,6,2019/7/6 21:00,0,2019/7/6 21:00,4,2019/7/6 21:00,1,2019/7/6 21:00,0,2019/7/6 21:00,2,2019/7/6 21:00,1,2019/7/6 21:00,0,1164
2019/7/6 22:00,6,22 ,4,2022/5/22 22:00,11,2020/11/6 22:00,2,2018/7/6 22:00,28,2021/8/6 22:00,3,2019/7/6 22:00,1,2019/7/6 22:00,2,2019/7/6 22:00,1,2019/7/6 22:00,0,2019/7/6 22:00,1,2019/7/6 22:00,0,2019/7/6 22:00,0,1131
2019/7/6 23:00,6,23 ,6,2022/5/22 23:00,9,2020/11/6 23:00,1,2018/7/6 23:00,27,2021/8/6 23:00,3,2019/7/6 23:00,0,2019/7/6 23:00,0,2019/7/6 23:00,1,2019/7/6 23:00,0,2019/7/6 23:00,1,2019/7/6 23:00,0,2019/7/6 23:00,0,1107
2019/7/7 0:00,7,0 ,5,2022/5/23 0:00,8,2020/11/7 0:00,1,2018/7/7 0:00,26,2021/8/7 0:00,1,2019/7/7 0:00,0,2019/7/7 0:00,0,2019/7/7 0:00,1,2019/7/7 0:00,0,2019/7/7 0:00,1,2019/7/7 0:00,0,2019/7/7 0:00,0,1097
2019/7/7 1:00,7,1 ,5,2022/5/23 1:00,7,2020/11/7 1:00,1,2018/7/7 1:00,26,2021/8/7 1:00,1,2019/7/7 1:00,0,2019/7/7 1:00,0,2019/7/7 1:00,0,2019/7/7 1:00,0,2019/7/7 1:00,1,2019/7/7 1:00,0,2019/7/7 1:00,0,1071
2019/7/7 2:00,7,2 ,5,2022/5/23 2:00,8,2020/11/7 2:00,1,2018/7/7 2:00,27,2021/8/7 2:00,1,2019/7/7 2:00,0,2019/7/7 2:00,0,2019/7/7 2:00,0,2019/7/7 2:00,0,2019/7/7 2:00,1,2019/7/7 2:00,0,2019/7/7 2:00,0,1062
2019/7/7 3:00,7,3 ,5,2022/5/23 3:00,9,2020/11/7 3:00,1,2018/7/7 3:00,27,2021/8/7 3:00,1,2019/7/7 3:00,0,2019/7/7 3:00,0,2019/7/7 3:00,0,2019/7/7 3:00,0,2019/7/7 3:00,1,2019/7/7 3:00,0,2019/7/7 3:00,0,1054
2019/7/7 4:00,7,4 ,5,2022/5/23 4:00,6,2020/11/7 4:00,1,2018/7/7 4:00,24,2021/8/7 4:00,1,2019/7/7 4:00,0,2019/7/7 4:00,0,2019/7/7 4:00,0,2019/7/7 4:00,0,2019/7/7 4:00,1,2019/7/7 4:00,0,2019/7/7 4:00,0,1048
2019/7/7 5:00,7,5 ,5,2022/5/23 5:00,5,2020/11/7 5:00,1,2018/7/7 5:00,26,2021/8/7 5:00,2,2019/7/7 5:00,0,2019/7/7 5:00,0,2019/7/7 5:00,0,2019/7/7 5:00,0,2019/7/7 5:00,1,2019/7/7 5:00,0,2019/7/7 5:00,0,1057
2019/7/7 6:00,7,6 ,5,2022/5/23 6:00,7,2020/11/7 6:00,1,2018/7/7 6:00,25,2021/8/7 6:00,2,2019/7/7 6:00,0,2019/7/7 6:00,0,2019/7/7 6:00,0,2019/7/7 6:00,0,2019/7/7 6:00,1,2019/7/7 6:00,0,2019/7/7 6:00,0,1075
2019/7/7 7:00,7,7 ,5,2022/5/23 7:00,11,2020/11/7 7:00,1,2018/7/7 7:00,26,2021/8/7 7:00,6,2019/7/7 7:00,0,2019/7/7 7:00,0,2019/7/7 7:00,0,2019/7/7 7:00,0,2019/7/7 7:00,1,2019/7/7 7:00,0,2019/7/7 7:00,0,1122
2019/7/7 8:00,7,8 ,6,2022/5/23 8:00,15,2020/11/7 8:00,3,2018/7/7 8:00,26,2021/8/7 8:00,7,2019/7/7 8:00,0,2019/7/7 8:00,0,2019/7/7 8:00,0,2019/7/7 8:00,0,2019/7/7 8:00,1,2019/7/7 8:00,0,2019/7/7 8:00,0,1193
2019/7/7 9:00,7,9 ,8,2022/5/23 9:00,17,2020/11/7 9:00,3,2018/7/7 9:00,29,2021/8/7 9:00,7,2019/7/7 9:00,1,2019/7/7 9:00,0,2019/7/7 9:00,0,2019/7/7 9:00,0,2019/7/7 9:00,1,2019/7/7 9:00,0,2019/7/7 9:00,0,1300
2019/7/7 10:00,7,10 ,8,2022/5/23 10:00,16,2020/11/7 10:00,4,2018/7/7 10:00,29,2021/8/7 10:00,7,2019/7/7 10:00,1,2019/7/7 10:00,2,2019/7/7 10:00,0,2019/7/7 10:00,0,2019/7/7 10:00,1,2019/7/7 10:00,1,2019/7/7 10:00,0,1319
2019/7/7 11:00,7,11 ,9,2022/5/23 11:00,16,2020/11/7 11:00,7,2018/7/7 11:00,30,2021/8/7 11:00,9,2019/7/7 11:00,0,2019/7/7 11:00,4,2019/7/7 11:00,1,2019/7/7 11:00,1,2019/7/7 11:00,1,2019/7/7 11:00,1,2019/7/7 11:00,0,1360
2019/7/7 12:00,7,12 ,9,2022/5/23 12:00,14,2020/11/7 12:00,8,2018/7/7 12:00,31,2021/8/7 12:00,9,2019/7/7 12:00,0,2019/7/7 12:00,4,2019/7/7 12:00,3,2019/7/7 12:00,1,2019/7/7 12:00,1,2019/7/7 12:00,1,2019/7/7 12:00,0,1329
2019/7/7 13:00,7,13 ,10,2022/5/23 13:00,14,2020/11/7 13:00,9,2018/7/7 13:00,30,2021/8/7 13:00,7,2019/7/7 13:00,0,2019/7/7 13:00,4,2019/7/7 13:00,2,2019/7/7 13:00,0,2019/7/7 13:00,1,2019/7/7 13:00,1,2019/7/7 13:00,0,1325
2019/7/7 14:00,7,14 ,13,2022/5/23 14:00,13,2020/11/7 14:00,10,2018/7/7 14:00,34,2021/8/7 14:00,3,2019/7/7 14:00,0,2019/7/7 14:00,2,2019/7/7 14:00,3,2019/7/7 14:00,0,2019/7/7 14:00,1,2019/7/7 14:00,0,2019/7/7 14:00,0,1374
2019/7/7 15:00,7,15 ,10,2022/5/23 15:00,14,2020/11/7 15:00,13,2018/7/7 15:00,33,2021/8/7 15:00,7,2019/7/7 15:00,0,2019/7/7 15:00,0,2019/7/7 15:00,3,2019/7/7 15:00,0,2019/7/7 15:00,1,2019/7/7 15:00,0,2019/7/7 15:00,1,1438
2019/7/7 16:00,7,16 ,8,2022/5/23 16:00,15,2020/11/7 16:00,13,2018/7/7 16:00,31,2021/8/7 16:00,9,2019/7/7 16:00,0,2019/7/7 16:00,0,2019/7/7 16:00,1,2019/7/7 16:00,0,2019/7/7 16:00,1,2019/7/7 16:00,1,2019/7/7 16:00,0,1437
2019/7/7 17:00,7,17 ,9,2022/5/23 17:00,14,2020/11/7 17:00,13,2018/7/7 17:00,31,2021/8/7 17:00,6,2019/7/7 17:00,0,2019/7/7 17:00,0,2019/7/7 17:00,2,2019/7/7 17:00,0,2019/7/7 17:00,1,2019/7/7 17:00,1,2019/7/7 17:00,1,1368
2019/7/7 18:00,7,18 ,8,2022/5/23 18:00,15,2020/11/7 18:00,11,2018/7/7 18:00,29,2021/8/7 18:00,4,2019/7/7 18:00,1,2019/7/7 18:00,2,2019/7/7 18:00,2,2019/7/7 18:00,0,2019/7/7 18:00,1,2019/7/7 18:00,1,2019/7/7 18:00,1,1258
2019/7/7 19:00,7,19 ,6,2022/5/23 19:00,16,2020/11/7 19:00,10,2018/7/7 19:00,31,2021/8/7 19:00,4,2019/7/7 19:00,1,2019/7/7 19:00,4,2019/7/7 19:00,1,2019/7/7 19:00,0,2019/7/7 19:00,1,2019/7/7 19:00,0,2019/7/7 19:00,0,1162
2019/7/7 20:00,7,20 ,5,2022/5/23 20:00,15,2020/11/7 20:00,8,2018/7/7 20:00,29,2021/8/7 20:00,5,2019/7/7 20:00,0,2019/7/7 20:00,4,2019/7/7 20:00,0,2019/7/7 20:00,0,2019/7/7 20:00,1,2019/7/7 20:00,0,2019/7/7 20:00,1,1139
